product_title,product_vendor,product_type,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
"Garnier- Skin Active Hydra Bomb Pomegranate Tissue Face Mask, Hydrating and Replenishing 32g",L'Oreal CPD,Garnier,6.9237E+12,232,59622.8,-963.84,0,58658.96,0,58658.96
Garnier- Skin Active 3-in-1 Charcoal Blackhead Face Wash Mask Scrub 50ml,L'Oreal CPD,Garnier Skincare,3.61034E+12,4,921.2,0,0,921.2,0,921.2
Nyx Professional Makeup- Sweet Cheeks Creamy Powder Matte Blush - Red Riot,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,3,3197.4,0,0,3197.4,0,3197.4
Garnier Color Naturals - 7.3 Natural Golden Blonde Hair Color,L'Oreal CPD,Garnier CN,3.61034E+12,15,7248.9,-200,0,7048.9,0,7048.9
"LOreal Paris- Les Chocolats Lipstick- 868 Cacao Crush, 7.6 Ml",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,4623.3,-1624,0,2999.3,0,2999.3
LOreal Paris- Color Riche Le Rouge Lipstick - 622 Alma Scarlet,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,1,1154,0,0,1154,0,1154
"L'Oreal Paris Pure Clay Brightening Yuzu Lemon Face Mask, Yellow 50 ml",L'Oreal CPD,L'Oreal Paris,3.60052E+12,7,9793,0,0,9793,0,9793
Maybelline New York- Superstay Matte Ink Liquid Lipstick - 65 Seductress,L'Oreal CPD,Maybelline New York,6.9024E+12,2,2158.8,0,0,2158.8,0,2158.8
LOreal Paris- Infallible Shaping Stick Highlighter 502 Gold is Cold,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1200,0,0,1200,0,1200
"Maybelline New York- The City Mini Palette, Rooftop Bronzes, 0.14 Ounce",L'Oreal CPD,Maybelline New York,6.9024E+12,5,7124,0,0,7124,0,7124
Garnier- Skin Active Micellar Makeup Cleansing Water 125 ml,L'Oreal CPD,Garnier Skincare,6.92882E+12,47,11178.5,-230.32,0,10948.18,0,10948.18
Maybelline New York Fit Me Matte + Poreless Liquid Foundation 120 Classic Ivory 5 ml,L'Oreal CPD,Maybelline New York,8.99499E+12,306,31713.05,-16.55,0,31696.5,0,31696.5
LOreal Paris- Les Macarons Ultra Matte Liquid Lipstick- 828 Framboise Frenzy,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,8,12618.25,-3248,0,9370.25,0,9370.25
L'Oreal Paris White Perfect Milky Foam Face Wash 100 ml - For Brighter Skin,L'Oreal CPD,LOMU,3.61034E+12,8,2514.4,0,0,2514.4,0,2514.4
L'Oreal Professionnel- Vitamino Free Liss Serum Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000020,3,17625,0,0,17625,0,17625
L'Oreal- Paris Hyaluron Expert 24Hr Replumping Moisturizing Tissue Mask,L'Oreal CPD,LOMU,3.60052E+12,5,1921.5,0,0,1921.5,0,1921.5
Maybelline New York- Superstay Matte Ink Liquid Lipstick 35 Creator,L'Oreal CPD,Maybelline New York,3.60053E+12,-1,0,0,-1079.4,-1079.4,0,-1079.4
Nyx Professional Makeup Lingerie Push Up Lipstick 08 Bedtime Flirt,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1294,0,0,1294,0,1294
L'Oreal Paris Revitalift Classic Eye Cream 15 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,6,7644.85,0,0,7644.85,0,7644.85
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 110 Porcelain 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,129,131181.8,-888.75,-1700,128593.05,0,128593.05
L'Oreal Paris- La Vie En Glow Highlighting Powder Palette - 01 Warm Glow,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,7218.6,0,0,7218.6,0,7218.6
NYX Professional Makeup Matte Bronzer 03 Medium,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,4,3117.6,-839.3,0,2278.3,0,2278.3
Garnier Men Power White 2-in-1 Fairness Facewash and Shaving Foam 100 ml,L'Oreal CPD,G-Men,3.61034E+12,6,1954.6,-283.1,0,1671.5,0,1671.5
"NYX Professional Makeup- Eyeshadow Base - 01 White, 7g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,-1,479.4,0,-958.8,-479.4,0,-479.4
L'Oreal Paris- Gold Mirage Gloss 01 Gold Quartz,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,805,0,0,805,0,805
Maybelline New York Fit Me Matte + Poreless Foundation 330 Toffee 30 Ml,L'Oreal CPD,Maybelline New York,3.60053E+12,2,1700,0,0,1700,0,1700
NYX Professional Makeup- Suede Matte Lip Liner 07 Sandstorm,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,384,0,0,384,0,384
NYX Professional Makeup Liquid Lipstick Lip Lingerie 12 Exotic,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,120,92126.65,-1536.71,0,90589.94,0,90589.94
"L'Oreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz, 636 Mahogany Studs",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,825,0,0,825,0,825
L'Oreal Paris White Perfect Day Cream 50 ml - For Brighter Skin,L'Oreal CPD,LOMU,8.9923E+12,1,1049.3,0,0,1049.3,0,1049.3
"L'Oreal Paris- Infallible 24H Fresh Wear Liquid Foundation - 30 ml, 200 Golden Sand",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,8,16718.6,0,0,16718.6,0,16718.6
Garnier- Skin Active Light Complete Face Wash 25 ml - For Brighter Skin,L'Oreal CPD,Garnier Skincare,3.61034E+12,8,568.2,0,0,568.2,0,568.2
L'Oreal Paris- Infallible Les Chocolats Liquid Lipstick - 852 Box of Chocolates,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1250,0,0,1250,0,1250
Maybelline New York- Color Sensational Creamy Matte Lipstick 657 Nude Nuance (Mini),L'Oreal CPD,Maybelline New York,6.9024E+12,23,10136.5,0,0,10136.5,0,10136.5
"NYX Professional Makeup- Total Control Total Drop Foundation- Golden Honey, 13 ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,7421.95,0,0,7421.95,0,7421.95
L'Oreal Paris- Infallible Primer 03 Glorifier (AntiFatigue),L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2400,-168,0,2232,0,2232
LOreal Paris- Gold Mirage Gloss 01 Gold Quartz,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,805,0,0,805,0,805
NYX Professional Makeup- Can't Stop Won't Stop 24 Hour Foundation Beige,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,6,8316.5,0,0,8316.5,0,8316.5
LOreal Paris- Color Riche Moisture Matte Lipstick 239 Coral Veritable,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,6,5526,0,0,5526,0,5526
L'Oreal Paris- Infallible Magic Setting Loose Powder 01 Translucent,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,10,18199.3,-245,0,17954.3,0,17954.3
L'Oreal Paris Elvive Color Protect Conditioner 175 ml - For Colored Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,6,1473.9,0,0,1473.9,0,1473.9
Maybelline New York Tattoo Liner Eyeliner 910 Bold Brown,L'Oreal CPD,Maybelline New York,3.60053E+12,-1,0,0,-719.4,-719.4,0,-719.4
L'Oreal- Paris Excellence Creme - 9 Natural Light Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,18,20832,-975.67,0,19856.33,0,19856.33
Maybelline New York- Sensational Liquid Matte Lipstick - 07 Barely Nude,L'Oreal CPD,Maybelline New York,6.9024E+12,355,165068.9,-122262.49,0,42806.41,0,42806.41
L'Oreal Paris- Rouge Signature 105 Rule,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,6,7999.3,0,0,7999.3,0,7999.3
"Maybelline New York- Fit Me Liquid Foundation Matte & Poreless Tube, 128 Warm Nude 18 ml",L'Oreal CPD,Maybelline New York,6.9024E+12,349,163731.55,-2630.03,0,161101.52,0,161101.52
Garnier- Light Complete Vitamin C Serum 30 ML & Light Complete Face Wash 25 ML,L'Oreal CPD,Garnier,8.964E+12,4,5978.6,0,0,5978.6,0,5978.6
LOreal Paris- Color Riche Naked Tans 656 Beige in the City,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,3957,-230.8,0,3726.2,0,3726.2
Garnier- Skin Active Micellar Makeup Cleansing Water in Oil 100 ml,L'Oreal CPD,Garnier Skincare,3.60054E+12,26,8145,0,0,8145,0,8145
"L'Oreal Paris Pure Clay Anti-Blemish Marine Algae Face Mask, Blue 50 ml",L'Oreal CPD,L'Oreal Paris,3.60052E+12,11,11119,-391.6,0,10727.4,0,10727.4
L'Oreal Paris Micellar Water Makeup Remover 400 ml,L'Oreal CPD,L'Oreal Paris,3.60052E+12,13,9187.3,-1050.98,0,8136.32,0,8136.32
Maybelline New York- SuperStay Matte Ink Liquid Lipstick - 180 Revolutionary,L'Oreal CPD,Maybelline New York,6.9024E+12,11,13491.6,-1169.35,0,12322.25,0,12322.25
Maybelline New York Fit Me Luminous and Smooth Liquid Foundation 220 Natural Beige,L'Oreal CPD,Maybelline New York,3.60053E+12,14,12748.35,0,0,12748.35,0,12748.35
"L'Oreal Paris- Infallible Shaping Stick Foundation,130 Vanilla",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1439,0,0,1439,0,1439
LOreal Paris- Infallible Primer 03 Glorifier (AntiFatigue),L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,3,3600,0,0,3600,0,3600
LOreal Paris- Color Riche Matte Addiction Lipstick - 349 Cherry Front Row,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,12,11627,0,0,11627,0,11627
Maybelline New York- 24H Superstay Full Coverage Powder Foundation- 220 Natural Beige- 6gm,L'Oreal CPD,Maybelline New York,3.60053E+12,43,43818.75,-390.47,0,43428.28,0,43428.28
L'Oreal Paris- Buy 1.5% Hyaluronic Acid Serum & Get a The Karachi Company Candle FREE,L'Oreal CPD,Bundle,bd8894,13,24787.8,-2433.48,0,22354.32,0,22354.32
L'Oreal Paris Elvive Keratin Straight 72H Conditioner 175 ml - For Straight Smooth Hair,L'Oreal CPD,CPD Bundle,3.61034E+12,1,245.65,0,0,245.65,0,245.65
L'Oreal Paris Revitalift Classic Night Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,10,12062.1,0,0,12062.1,0,12062.1
"NYX Professional Makeup- Conceal, Correct, Contour Palette 01 Light",L'Oreal CPD,NYX Professional Makeup,8.00898E+11,5,6995,0,0,6995,0,6995
L'Oreal Paris Revitalift Classic Day Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,53,65060.1,-349.76,-1189,63521.34,0,63521.34
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Night Cream 50 ml,L'Oreal CPD,L'Oreal Paris,3.60052E+12,132,127790.85,-1737.91,0,126052.94,0,126052.94
Garnier Color Naturals - 7.1 Ash Blonde Hair Color,L'Oreal CPD,Garnier CN,3.61034E+12,4,1949.3,-98.82,0,1850.48,0,1850.48
Maybelline New York- Colossal Go Extreme Volume Express Mascara Leather Black,L'Oreal CPD,Maybelline New York,30114319,15,11470,0,0,11470,0,11470
L'Oreal Paris- Shake & Glow Spray Illuminateur 100ml,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,-1,0,0,-1739.4,-1739.4,0,-1739.4
NYX Professional Makeup Powder Puff Lippie Group Love,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,28,32737.6,-1384.93,0,31352.67,0,31352.67
L'Oreal- Paris Casting Creme Gloss - 535 Mahogany Golden Light Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,11,12709,0,0,12709,0,12709
NYX Professional Makeup- Soft Matte Lip Cream Morocco,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,734,-734,0,0,0,0
"L'Oreal Paris- Volumissime Royale Mascara Volume.Black, 7.9 ml",L'Oreal CPD,L'Oreal Paris Makeup,BG5349,-1,0,0,-899.4,-899.4,0,-899.4
Garnier- Skin Active Light Complete Face Wash 50 ml - For Brighter Skin,L'Oreal CPD,Garnier,3.61034E+12,122,13105.5,-171.44,0,12934.06,0,12934.06
L'Oreal Paris- La Petite Palette - Stylist,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,2600,0,0,2600,0,2600
L'Oreal Professionnel- Vitamino Free Mask Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000024,7,34818,0,0,34818,0,34818
Maybelline New York- Fit Me Compact Powder 112 Natural Ivory 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,192,117875.1,-1944.46,0,115930.64,0,115930.64
Maybelline New York- SuperStay Matte Ink Liquid Lipstick - 175 Ringleader,L'Oreal CPD,Maybelline New York,6.9024E+12,5,5217.8,0,0,5217.8,0,5217.8
Maybelline New York- Fit Me Matte And Poreless Powder 120 Classic Ivory 14 g,L'Oreal CPD,Maybelline New York,8.9923E+12,1,944.3,0,0,944.3,0,944.3
LOreal Paris- Les Chocolats Ultra Matte Liquid Lipstick 864 Tasty Ruby,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,5998.3,0,0,5998.3,0,5998.3
L'Oreal- Paris Excellence Creme Intense - 5.1  Profound Light Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.61034E+12,1,1359,0,0,1359,0,1359
Maybelline New York Fit Me Liquid Foundation Matte Poreless 190 Golden Natural,L'Oreal CPD,Maybelline New York,3.60053E+12,5,5691.8,0,0,5691.8,0,5691.8
NYX Professional Makeup Worth the Hype Volumizing & Lengthening Mascara,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,58,59313.6,-567.22,0,58746.38,0,58746.38
Keratin Straight Hair Bundle 1,L'Oreal CPD,Bundle CPD,BGR000017,1,1499,-1499,0,0,0,0
LOreal Paris- Color Riche Matte Lipstick 247 Hinted Blush,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,3,3462.6,0,0,3462.6,0,3462.6
L'Oreal Paris- True Match Concealer - 4N Beige,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,0,1679,0,-1679,0,0,0
Maybelline New York- Sensational Liquid Matte Lipstick - 08 Sensationally Me,L'Oreal CPD,Maybelline New York,6.9024E+12,208,102401.6,-1841.11,0,100560.49,0,100560.49
Maybelline New York- Super Stay Ink Crayon 90 Keep it Fun,L'Oreal CPD,Maybelline New York,30179158,78,69790.9,-3336.21,0,66454.69,0,66454.69
Maybelline New York- Lash Sensational Mascara Very Black,L'Oreal CPD,Maybelline New York,3.60053E+12,0,1359,0,-1359,0,0,0
LOreal Paris- Infallible Magic Setting Loose Powder 01 Translucent,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,4548.7,0,0,4548.7,0,4548.7
"NYX Professional Makeup- Studio Finishing Powder, 01 Translucent",L'Oreal CPD,NYX Professional Makeup,8.00898E+11,2,2790,0,0,2790,0,2790
Maybelline New York- 24H Superstay Full Coverage Powder Foundation- 115 Ivory- 6gm,L'Oreal CPD,Maybelline New York,8.99499E+12,2,238,0,0,238,0,238
"LOreal Paris- Infallible Shaping Stick Foundation, 180 Radiant Beige",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,2639.4,0,0,2639.4,0,2639.4
NYX Professional Makeup- Lip Lingerie Gloss - Bare With Me- LLG03,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,4,3311.7,0,0,3311.7,0,3311.7
"NYX Professional Makeup- Sweet Cheeks Creamy Powder Blush Matte, Day Dream",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,21,22065.2,0,-1600,20465.2,0,20465.2
NYX Professional Makeup- Soft Matte Lip Cream 15 Athens,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,5,3986,-734,0,3252,0,3252
"NYX Professional Makeup- California Beamin' Face & Body Bronzer, Sunset Vibes",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1249.5,0,0,1249.5,0,1249.5
NYX Professional Makeup- Soft Matte Lip Cream 11 Milan,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,118,69648,-220.29,0,69427.71,0,69427.71
L'Oreal- Paris Excellence Creme - 4.3 Golden Chestnut Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,7,8793.75,-179.06,0,8614.69,0,8614.69
NYX Professional Makeup- pink Sweet Cheeks Creamy Powder Blush,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,20,21024.15,-358.12,0,20666.03,0,20666.03
Nyx Professional Makeup Sweet Cheeks Creamy Powder Matte Blush Citrine Rose,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,-4,0,0,-3517.95,-3517.95,0,-3517.95
Maybelline New York Fit Me Matte + Poreless Foundation Warm Nude 128 5 ml,L'Oreal CPD,Maybelline New York,8.99499E+12,780,90620.95,-894.79,0,89726.16,0,89726.16
Nyx Professional Makeup Can't Stop Won't Stop Contour Concealer Fair 3.5 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,-1,0,0,-959,-959,0,-959
NYX Professional Makeup- Can't Stop Won't Stop 24HR Full Coverage Foundation - Buff,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,2599,0,0,2599,0,2599
Maybelline New York- Lasing Drama pencil Dark Brown,L'Oreal CPD,Maybelline New York,3.60053E+12,1,586,0,0,586,0,586
L'Oreal Paris- Infallible Matte Cover Foundation- 230 Radiant Honey,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,4000,0,0,4000,0,4000
"L'Oreal Paris- 1.5% Hyaluronic Acid Serum, 30 ml - Free Quartz Roller",L'Oreal CPD,Bundle CPD,MZ803,3,5247,0,0,5247,0,5247
L'Oreal Paris- Men Expert- BOGO Offer 4,L'Oreal CPD,Bundle,BGR000015,21,20979,0,0,20979,0,20979
NYX Professional Makeup Micro Eyebrow Pencil 07 Espresso,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,1104,0,0,1104,0,1104
L'Oreal Paris- Superstar Duo Designer Liner - Black,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,8,10499.3,0,0,10499.3,0,10499.3
L'Oreal Paris Revitalift Laser x 3 Night Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,24,59480.3,-2187.39,0,57292.91,0,57292.91
Maybelline New York- New Fit Me Dewy + Smooth Liquid Foundation SPF 23 - 130 Buff Beige 30ml - For Normal to Dry Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,18,15639,-119,0,15520,0,15520
L'Oreal- Paris 1.5% Hyaluronic Acid Serum 30 ML,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,28,49977.4,0,0,49977.4,0,49977.4
Garnier- Skin Active Vitamin C Micellar Makeup Cleansing Water 400 ml,L'Oreal CPD,Garnier,8.99499E+12,146,74069,-2470.44,0,71598.56,0,71598.56
NYX Professional Makeup- Cant Stop Wont Stop Foundation 07 Natural,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,12,21050.7,-236.51,0,20814.19,0,20814.19
NYX Professional Makeup- Soft Matte Lip Cream 21 Transylvania 8 ml,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,2,1153.9,0,0,1153.9,0,1153.9
"Garnier- Skin Active Pure Charcoal Black Tea Tissue Face Mask, Mattifying 28 g",L'Oreal CPD,Garnier,6.9237E+12,158,38363.6,-325.22,0,38038.38,0,38038.38
LOreal Paris- Rouge Signature 105 Rule,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,20,31990,-753.81,0,31236.19,0,31236.19
L'Oreal- Paris 1.5% Hyaluronic Acid Serum 30 ML,L'Oreal CPD,L'Oreal Paris,3.60052E+12,291,521617.8,-12516.19,0,509101.61,0,509101.61
LOreal Paris- Infallible Shaping Stick Foundation 200 Honey,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,2,2400,0,0,2400,0,2400
Nyx Professional Makeup Lingerie Push Up Lipstick 20 French Maid,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1386.75,-277.35,0,1109.4,0,1109.4
L'Oreal Paris Elvive Color Protect Shampoo 175 ml - For Colored Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,3,660.45,0,0,660.45,0,660.45
Maybelline New York- SuperStay Ink Crayon Lipstick 05 Live On The Edge,L'Oreal CPD,Maybelline New York,6.9024E+12,58,57194.2,-24650.5,0,32543.7,0,32543.7
"L'Oreal Paris- True Match Liquid Foundation, 3w Golden Beige",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,7000,0,0,7000,0,7000
L'Oreal Paris- Color Riche Free the Nudes No ClichÃƒÂ©,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,-3,0,0,-2967.8,-2967.8,0,-2967.8
Nyx Professional Makeup Epic Wear Liquid Liner 3 Stone 3.5 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,-1,0,0,-1199.4,-1199.4,0,-1199.4
L'Oreal Paris- Hair Transformation Bundle,L'Oreal CPD,CPD Bundle,web902512,1,1437,-287.4,0,1149.6,0,1149.6
Garnier Men Acno Fight Face Wash 100Ml,L'Oreal CPD,G-Men,3.61034E+12,39,10554.2,-333.29,0,10220.91,0,10220.91
L'Oreal Paris Elvive Dream Long Conditioner 175 ml - For Longer & Stronger Hair,L'Oreal CPD,Bundle,3.61034E+12,33,8352.1,-94.12,-245.65,8012.33,0,8012.33
Maybelline New York- SuperStay Ink Crayon Lipstick 55 Make It Happen,L'Oreal CPD,Maybelline New York,30174122,8,7119.25,0,0,7119.25,0,7119.25
Maybelline New York- Face Studio Prime 30 Anti Redness 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,21,20635.4,-112,-2400,18123.4,0,18123.4
Maybelline New York- Tattoo Brow Micro Pen 120 Medium Brown,L'Oreal CPD,Maybelline New York,3.60053E+12,1,769,0,0,769,0,769
Maybelline New York- SuperStay Ink Lip Crayon Lipstick - 55 Make It Happen,L'Oreal CPD,Maybelline New York,6.9024E+12,49,41531.1,-1439.25,0,40091.85,0,40091.85
L'Oreal Paris Elvive Color Protect Shampoo 360 ml - For Colored Hair,L'Oreal CPD,LOSC,3.61034E+12,94,31044,-1138,-2520,27386,0,27386
L'Oreal Paris- Les Chocolats Ultra Matte Liquid Lipstick 864 Tasty Ruby,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,1250,0,0,1250,0,1250
Garnier Color Naturals - 3 Dark Brown Hair Color,L'Oreal CPD,Garnier,8.964E+12,1,412,0,0,412,0,412
Garnier -Skin Active 3-in-1 Clay Face Wash Mask Scrub 100ml,L'Oreal CPD,Garnier,3.61034E+12,58,19035.1,-67.4,0,18967.7,0,18967.7
"NYX Professional Makeup- Stay Matte But Not Flat Powder Foundation- Smp09 Tan, 0.26oz / 7.5g",L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,849.5,0,0,849.5,0,849.5
"L'Oreal Paris- Matte Signature Eyeliner, 02 Blue Signature",L'Oreal CPD,L'Oreal Paris Makeup,30175235,20,25409.9,-161,0,25248.9,0,25248.9
NYX Professional Makeup- Can't Stop Won't Stop Contour Concealer Fair 3.5 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1119,0,0,1119,0,1119
Maybelline New York- Color sensational Matte Nude Lipstick 986 Melted Chocolate,L'Oreal CPD,Maybelline New York,3.60053E+12,44,34219,-2965.25,0,31253.75,0,31253.75
L'Oreal- Paris Excellence Creme - 4 Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,18,20532,-449.6,0,20082.4,0,20082.4
Garnier- Skin Active Light Complete Day Cream 25ml - For Brighter Skin,L'Oreal CPD,Garnier Skincare,3.61034E+12,17,1196.6,0,0,1196.6,0,1196.6
"L'Oreal Paris- Unlimited Mascara-01 Black, 0.24 fl. oz.",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,49,86146.8,0,-20395.7,65751.1,0,65751.1
"Maybelline New York Sensational Shaping Lip Liner, 125 Magnetic Mauve",L'Oreal CPD,Maybelline New York,41554486087,1,525,0,0,525,0,525
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 238 Rich Tan 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,3,2550,0,0,2550,0,2550
Buy 2 Light Complete Tissue Mask & Get 1 FREE,L'Oreal CPD,Garnier,8.964E+12,1,785,0,0,785,0,785
Infallible 24H Fresh Wear Breathable Liquid Foundation 220 Sable/Sand,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,5,10828,-2735,0,8093,0,8093
Garnier Hydration Kit - 6 Tissue Masks with Micellar Water 400 ml,L'Oreal CPD,Garnier,8.964E+12,-1,0,0,-2693,-2693,0,-2693
L'Oreal- Paris Casting Creme Gloss - 323 Darkest Warm Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,1,1199,0,0,1199,0,1199
L'Oreal Paris Revitalift Laser x 3 Day Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,3,7522.25,-489.8,0,7032.45,0,7032.45
L'Oreal Paris Elvive 6 Oil Nourish Shampoo 360 ml - For Dull & Dry Hair,L'Oreal CPD,Bundle,3.61034E+12,6,2340.9,0,0,2340.9,0,2340.9
"Maybelline New York Super Stay 24H full coverage Foundation- 310 Sun Beige, 30 m",L'Oreal CPD,Maybelline New York,6.9024E+12,20,28286,-1435.41,-4138.2,22712.39,0,22712.39
L'Oreal Paris- Dream Long Bundle,L'Oreal CPD,L'Oreal Paris,MZ254,-1,0,0,-699,-699,0,-699
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 300 Amber,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,10,12694.05,-2598,0,10096.05,0,10096.05
Maybelline New York- Superstay Matte Ink Liquid Lipstick 118 Dancer,L'Oreal CPD,Maybelline New York,6.9024E+12,15,15469.9,-1259,0,14210.9,0,14210.9
Maybelline New York- Brow Micro Pen Tint- 130 Dark Brown,L'Oreal CPD,Maybelline New York,3.60053E+12,1,701,0,0,701,0,701
Maybelline New York- Color Sensational Creamy Matte Lipstick 660 Touch of spice,L'Oreal CPD,Maybelline New York,6.9024E+12,1,419.4,0,0,419.4,0,419.4
NYX Professional Makeup- Born To Glow Concealer Soft Beige,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,5,6266.1,0,0,6266.1,0,6266.1
L'Oreal Paris Excellence Creme - 6.1 Dark Ash Blonde Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,-5,0,0,-6370,-6370,0,-6370
L'Oreal Paris- Infallible More Than Concealer 327 Cashmere,L'Oreal CPD,L'Oreal Paris Makeup,30173620,26,41934.3,-1657,0,40277.3,0,40277.3
L'Oreal Paris- Color Riche Matte Addiction Lipstick - 347 Rouge Stiletto,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,3300,0,0,3300,0,3300
L'Oreal Paris- Color Riche Matte Addiction Lipstick - 640 Erotique,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,5,4948,0,0,4948,0,4948
LOreal Paris- Infallible Lip Liner 701 Stay Ultravio,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,3374.25,0,0,3374.25,0,3374.25
Maybelline New York- 24H Superstay Full Coverage Powder Foundation- 130 Buff Beige- 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,63,64508.05,-755.6,-900,62852.45,0,62852.45
