product_title,product_vendor,product_type,variant_sku,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
"LOreal Paris- Infallible Shaping Stick Foundation, 180 Radiant Beige",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,3600,0,0,3600,0,3600
L'Oreal- Paris Men Expert Barber Club Short Beard and Face Moisturizer 50ml,L'Oreal CPD,L'Oreal MEX,3.60052E+12,10,10990,-2198,0,8792,0,8792
L'Oreal Paris- Infallible 24H Matte Cover Liquid Foundation - 250 Radiant Sand,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1399,0,0,1399,0,1399
L'Oreal Paris Rare Flowers Gel Cream Cleanser For Dry And Sensitive Skin 150 ml,L'Oreal CPD,LOMU,3.60052E+12,1,629.3,0,0,629.3,0,629.3
LOreal Paris Color Riche Shine Stick 908 Rouge Ottoman,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1154,0,0,1154,0,1154
LOreal Paris- Color Riche Shine Stick 911 Mauve,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,2,2308.3,0,0,2308.3,0,2308.3
"NYX Professional Makeup- Can't Stop Won't Stop Setting Powder- Medium, 6g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,2049,0,0,2049,0,2049
NYX Professional Makeup- Cant Stop Wont Stop 24 Hour Foundation Vanilla Mini,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,9,15852.1,0,0,15852.1,0,15852.1
"L'Oreal Paris- Micro Tattoo Brow Artist, 108 Warm Brunette",L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1150,0,0,1150,0,1150
NYX Professional Makeup- Epic Wear Liquid Liner 3 Stone 3.5 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,11,12994.5,-167.92,-1000,11826.58,0,11826.58
Nyx Professional Makeup On the Rise Mascara 01 Black,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,19,25683.85,-1399,0,24284.85,0,24284.85
Garnier- Skin Active Vitamin C Micellar Makeup Cleansing Water 125 ml,L'Oreal CPD,Garnier,8.99499E+12,79,22849.1,-100.99,0,22748.11,0,22748.11
NYX Professional Makeup- Ultimate Edit Petite Shadow Palette- Brights,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,24,30000.3,-300,0,29700.3,0,29700.3
LOreal Paris- True Match Setting Powder 3D/3W Golden Beige,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,5,10148.3,0,0,10148.3,0,10148.3
Maybelline New York Fit Me Luminous + Smooth Foundation 115 Ivory 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,159,145417.45,-1393.25,-3908.2,140116,0,140116
"NYX Professional Makeup- Soft Matte Lip Cream - Cabo- SMLC62, 8 Ml",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,1258.8,0,0,1258.8,0,1258.8
L'Oreal Professionnel- Absolute Repair Free Liss Serum Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000019,5,29375,0,0,29375,0,29375
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 115 Ivory 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,133,140487.85,-357,-21250,118880.85,0,118880.85
"L'Oreal Paris- 1.5% Hyaluronic Acid Serum, 30 ml - Free Quartz Roller",L'Oreal CPD,Bundle,MZ803,33,59841,-489.72,-2499,56852.28,0,56852.28
NYX Professional Makeup- HD Studio Concealer Wand 03 Light,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,419.4,-83.88,0,335.52,0,335.52
NYX Professional Makeup- Slide On Lip Pencil 06 Nebula,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,649.5,0,0,649.5,0,649.5
L'Oreal Paris- Color Riche Naked Tans 660 Get Naked,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,825,0,0,825,0,825
NYX Professional Makeup Pore Filler Primer,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,19,19989.7,0,0,19989.7,0,19989.7
L'Oreal Paris Elvive Total Repair 5 Shampoo 360 ml - For Damaged Hair,L'Oreal CPD,LOSC,3.61034E+12,1,364.65,0,0,364.65,0,364.65
NYX Professional Makeup Waterproof Epic Ink Liner Eyeliner 02 Brown 1 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,1199.4,0,0,1199.4,0,1199.4
Maybelline New York Fit Me Matte + Poreless Foundation Warm Nude 128 30 Ml,L'Oreal CPD,Maybelline New York,3.60053E+12,-7,0,0,-6524.16,-6524.16,0,-6524.16
"L'Oreal Paris- 1.5% Hyaluronic Acid Serum, 30 ml - Free Quartz Roller",L'Oreal CPD,L'Oreal Paris,MZ803,-2,0,0,-4998,-4998,0,-4998
L'Oreal Paris- Color Riche Naked Tans 656 Beige in the City,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,825,0,0,825,0,825
L'Oreal- Paris Excellence Creme - 5 Light Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,28,35332,-1279,0,34053,0,34053
Maybelline New York- Superstay Matte Ink Liquid Lipstick 115 Founder,L'Oreal CPD,Maybelline New York,6.9024E+12,4,4138.2,-64.91,0,4073.29,0,4073.29
Maybelline New York- SuperStay Matte Ink Liquid Lipstick 40 Believer,L'Oreal CPD,Maybelline New York,3.60053E+12,1,1259,0,0,1259,0,1259
NYX Professional Makeup- Shout Loud Satin Lipstick - Silk,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,18,18626.85,-134.32,0,18492.53,0,18492.53
Maybelline New York Fit Me Matte + Poreless Foundation 250 Sun Beige 30 Ml,L'Oreal CPD,Maybelline New York,3.60053E+12,5,4250,0,0,4250,0,4250
NYX Professional Makeup- Can’t Stop Won’t Stop Full Coverage Foundation – True Beige 30ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,5,14559.4,0,-7800,6759.4,0,6759.4
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 230 Radiant Honey,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,14,16294.55,0,0,16294.55,0,16294.55
Maybelline New York- Sensational Liquid Matte Lipstick - 09 Truly MLBB,L'Oreal CPD,Maybelline New York,6.9024E+12,-2,559,0,-1390.26,-831.26,0,-831.26
L'Oreal Paris Elvive Total Repair 5 Repairing Hair Oil Replacement 300 ml - For Damaged Hair,L'Oreal CPD,LOSC,3.61034E+12,2,1998,0,0,1998,0,1998
"L'Oreal Paris Pure Clay Purify and Mattify Cleanser, Green 150 ml",L'Oreal CPD,L'Oreal Paris,3.60052E+12,20,19640.3,0,0,19640.3,0,19640.3
NYX Professional Makeup- Soft Matte Lip Cream - Budapest,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,52,35553,-859.88,0,34693.12,0,34693.12
L'Oreal Paris- Brow Artist Xpert 109 Ebony,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,-1,0,0,-1049.5,-1049.5,0,-1049.5
L'Oreal Paris Infallible Matte Cover Foundation 145 Rose Beige,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,8,8399.3,-140,0,8259.3,0,8259.3
Maybelline New York- Eye Studio Gel Liner 24H - Noir Black,L'Oreal CPD,Maybelline New York,6.9024E+12,85,98002.95,-799.48,-1900,95303.47,0,95303.47
L'Oreal Paris- Hair Transformation Bundle,L'Oreal CPD,Bundle CPD,web902512,7,10059,0,0,10059,0,10059
"L'Oreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz, 430 Mon Jules",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,9,7589.4,0,0,7589.4,0,7589.4
L'Oreal Paris- Haircare Gala - Fall Resistt Bundle 1,L'Oreal CPD,LOSC,bd8839,-2,0,0,-1998,-1998,0,-1998
Garnier- Skin Active Vitamin C Micellar Makeup Cleansing Water 400 ml,L'Oreal CPD,Garnier Skincare,8.99499E+12,14,6988.7,0,0,6988.7,0,6988.7
NYX Professional Makeup- Can't Stop Won't Stop Contour Concealer Neutral Buff 3.50 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,2,1599,0,0,1599,0,1599
L'Oreal Paris - Color Protect Shampoo 360ml,L'Oreal CPD,LOSC,3.61034E+12,-4,0,0,-1264.65,-1264.65,0,-1264.65
Maybelline New York- Superstay Matte Ink Liquid Lipstick 135 Globetrotter,L'Oreal CPD,Maybelline New York,3.60053E+12,7,8095.4,-1259,0,6836.4,0,6836.4
Maybelline New York- Sensational Liquid Matte Lipstick - 04 Easy Berry,L'Oreal CPD,Maybelline New York,6.9024E+12,460,208809.1,-5055.64,0,203753.46,0,203753.46
Garnier Light Complete Vitamin C Booster Serum 30 ML (Twin Pack),L'Oreal CPD,Garnier,8.964E+12,9,24469,-3645.22,0,20823.78,0,20823.78
NYX Professional Makeup- Soft Matte Lip Cream 14 Zurich,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,195,129310.2,-3425.8,0,125884.4,0,125884.4
NYX Professional Makeup- Cant Stop Wont Stop Contour Concealer Neutral Tan 3.50 Ml,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,479.7,0,0,479.7,0,479.7
L'Oreal Paris- True Match Blush - 160 Peach,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,-2,1559,0,-4158,-2599,0,-2599
NYX Professional Makeup- Butter LipStick,L'Oreal CPD,NYX Professional Makeup,8.00898E+11,1,629,0,0,629,0,629
LOreal Paris- Infallible Shaping Stick Foundation 200 Honey,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,5279.3,0,0,5279.3,0,5279.3
Maybelline- New York Master Shape Deep Brown Brow Pencil,L'Oreal CPD,Maybelline New York,3.60053E+12,-3,0,0,-2518.2,-2518.2,0,-2518.2
L'Oreal Paris- Infallible More Than Concealer- 331 Latte,L'Oreal CPD,L'Oreal Paris Makeup,30173415,36,46530.5,-535.5,0,45995,0,45995
Garnier- Light Complete Vitamin C Serum 30 ML & 3 Light Complete Tissue Masks,L'Oreal CPD,Garnier,8.964E+12,3,5661,0,0,5661,0,5661
L'Oreal Paris Elvive Color Protect Shampoo 175 ml - For Colored Hair,L'Oreal CPD,Bundle,3.61034E+12,16,3522.4,0,0,3522.4,0,3522.4
Maybelline New York- Fit Me Mono Blush 15 Nude,L'Oreal CPD,Maybelline New York,6.9024E+12,98,61197.35,-1975.44,-3300,55921.91,0,55921.91
Maybelline New York- Tattoo Brow Gel Tint Dark Brown,L'Oreal CPD,Maybelline New York,6.9024E+12,1,1373.4,0,-714,659.4,0,659.4
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Eye Cream 15 ml,L'Oreal CPD,L'Oreal Paris,3.60052E+12,83,95524.15,-2094.2,0,93429.95,0,93429.95
"LOreal Paris- Infallible 24H Fresh Wear Liquid Foundation, 130 True Beige 30ml",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,2659.3,0,0,2659.3,0,2659.3
L'Oreal Paris Infallible 24H Matte Cover Liquid Foundation - 110 Rose Vanilla,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,8,8000,0,0,8000,0,8000
L'Oreal Paris- Deal of the Day,L'Oreal CPD,Bundle CPD,bdu000313,160,101920,-63.69,0,101856.31,0,101856.31
Maybelline New York- SuperStay Ink Crayon Lipstick 05 Live On The Edge,L'Oreal CPD,Maybelline New York,30174160,1,899.4,0,0,899.4,0,899.4
L'Oreal Paris- Deal of the Day,L'Oreal CPD,L'Oreal Paris,bdu000313,124,79625,-996.07,-637,77991.93,0,77991.93
"L'Oreal Paris- Infallible Shaping Stick Foundation, 180 Radiant Beige",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,5279.3,0,0,5279.3,0,5279.3
Maybelline New York- Face Studio Prime 50 Hydrating Primer 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,8,9087,0,0,9087,0,9087
LOreal Paris- Color Riche Matte Addiction 358 Lava,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,2475,0,0,2475,0,2475
L'Oreal- Paris Excellence Creme Intense - 4.26 Deep Purple Red Hair Color,L'Oreal CPD,L'Oreal Paris,3.61034E+12,1,1199,0,0,1199,0,1199
Maybelline New York- Face Studio Master Chrome Metallic Highlighter 200 Diamond Glow,L'Oreal CPD,Maybelline New York,3.60053E+12,13,15695.65,0,0,15695.65,0,15695.65
L'Oreal Paris- Infallible Matte Cover Foundation- 200 Golden Sand,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,2888.98,0,0,2888.98,0,2888.98
Do Not Buy this-L'Oreal Paris- 1.5% Hyaluronic Acid Serum Sample,L'Oreal CPD,L'Oreal Paris Skincare,bdu000278 FOC,785,0,0,0,0,0,0
Maybelline New York- New Fit Me Matte + Poreless Liquid Foundation SPF 22 - 125 Nude Beige 30ml - For Normal to Oily Skin,L'Oreal CPD,Maybelline New York,6.9024E+12,54,50814.25,0,0,50814.25,0,50814.25
L'Oreal Paris Elvive Dream Long Conditioner 175 ml - For Longer & Stronger Hair,L'Oreal CPD,Bundle CPD,3.61034E+12,38,9334.7,0,0,9334.7,0,9334.7
NYX Professional Makeup- Total Control Drop Liquid Foundation - Natural,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,5,9895.5,0,0,9895.5,0,9895.5
L'Oreal Paris- Infallible Les Chocolats Liquid Lipstick - 848 Dose of Cocoa,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,3750,0,0,3750,0,3750
L'Oreal Paris- Color Riche Shine Stick 906 BEIGE VOULOUTE,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1154.3,0,0,1154.3,0,1154.3
L'Oreal Paris Elvive Dream Long Conditioner 175 ml - For Longer & Stronger Hair,L'Oreal CPD,CPD Bundle,3.61034E+12,1,245.65,0,0,245.65,0,245.65
L'Oreal Paris Elvive Fall Resist Shampoo 175 ml - For Hairfall,L'Oreal CPD,LOSC,3.61034E+12,13,2900.8,-30.82,0,2869.98,0,2869.98
"L'Oreal Paris- Infallible 24h Matte Foundation, 13 Rose Beige",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,4439,0,0,4439,0,4439
L'Oreal Professionnel- Absolute Repair Free Mask Promo,L'Oreal CPD,L'Oreal Professionnel,BGR000023,12,59688,0,0,59688,0,59688
L'Oreal Paris- Cosmetics- Color Riche Matte Lipstick - 633 Moka Chic,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,1650,0,0,1650,0,1650
L'Oreal Paris Elvive Color Protect Shampoo 360 ml - For Colored Hair,L'Oreal CPD,L'Oreal Paris Haircare,3.61034E+12,4,1256,0,0,1256,0,1256
L'Oreal Paris- Hair Transformation Bundle,L'Oreal CPD,Bundle,web902512,1,1437,0,0,1437,0,1437
Garnier Color Naturals - 3 Dark Brown Hair Color,L'Oreal CPD,Garnier CN,8.964E+12,9,4393.75,-98.82,0,4294.93,0,4294.93
Garnier -Skin Active 3-in-1 Clay Face Wash Mask Scrub 100ml,L'Oreal CPD,Garnier Skincare,3.61034E+12,11,3525.1,0,0,3525.1,0,3525.1
Maybelline New York- Super Stay Ink Crayon 75 Speak Your Mind,L'Oreal CPD,Maybelline New York,6.9024E+12,46,40404.2,-2427.8,0,37976.4,0,37976.4
Nyx Professional Makeup Lingerie Push Up Lipstick 12 Exotic,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,15,18303.3,-8412.35,0,9890.95,0,9890.95
LOreal Paris- Color Riche Matte Lipstick 242 Rose Nuance,L'Oreal CPD,LOreal Paris Makeup,6.9024E+12,4,4616.9,-115.4,0,4501.5,0,4501.5
Garnier- Skin Active Neem Purifying Face Wash 50ml,L'Oreal CPD,Garnier,8.964E+12,20,4499.9,-73.72,0,4426.18,0,4426.18
L'Oreal Paris- Color Riche Matte Lipstick 242 Rose Nuance,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,3,3462.9,0,0,3462.9,0,3462.9
L'Oreal Paris UV Perfect Sunblock SPF 50 30 ml,L'Oreal CPD,L'Oreal Paris,8.99138E+12,19,36081,0,0,36081,0,36081
Maybelline New York Fit Me Liquid Foundation Matte & Poreless Tube 120 Classic Ivory 18 ml,L'Oreal CPD,Maybelline New York,6.9024E+12,100,47402,-58.14,-559,46784.86,0,46784.86
Maybelline New York- Super Stay Ink Crayon 85 Change is Good,L'Oreal CPD,Maybelline New York,6.9024E+12,6,4500,0,0,4500,0,4500
LOreal Paris- La Vie En Glow Highlighting Powder Palette - 01 Warm Glow,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,2,4558,0,0,4558,0,4558
Maybelline New York- Clearsmooth All In One Two Way Cake 02 Nude Beige - Refill,L'Oreal CPD,Maybelline New York,8.9923E+12,173,81706.7,-416.22,-3400,77890.48,0,77890.48
L'Oreal- Paris Excellence Creme - 6.7 Chocolate Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,9,11466,0,0,11466,0,11466
"Garnier- Skin Active Pure Charcoal Black Algae Tissue Face Mask, Pore Tightening 28g",L'Oreal CPD,Garnier,6.9237E+12,204,46210.4,-34604,0,11606.4,0,11606.4
L'Oreal Paris Excellence Creme Intense - 5.52 Light Mahogany Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.61034E+12,-4,0,0,-5096,-5096,0,-5096
Maybelline New York Fit Me Matte + Poreless Face Foundation 220 Natural Beige 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,95,94481.15,-5112.8,0,89368.35,0,89368.35
L'Oreal Paris- Infallible Lip Liner 102 Darling Pink,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,1,750,0,0,750,0,750
Maybelline New York- Fit Me Blush Rose 0.16 fl. oz.,L'Oreal CPD,Maybelline New York,6.9024E+12,144,93444.1,-693,-3519.3,89231.8,0,89231.8
L'Oreal Paris Elvive Smooth Intense Anti-Frizz Serum 50 ml - For Frizzy Hair,L'Oreal CPD,LOSC,3.60052E+12,13,12805.45,0,0,12805.45,0,12805.45
L'Oreal Paris- Color Riche Moisture Matte Lipstick - R514 Ruby Follie,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,825,0,0,825,0,825
NYX Professional Makeup- Cant Stop Wont Stop 24 Hour Foundation Beige,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,9,15463.45,0,0,15463.45,0,15463.45
"LOreal Paris- Color Riche Matte Addiction Lipstick - 0.17 oz, 636 Mahogany Studs",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,7,6598.3,0,0,6598.3,0,6598.3
Garnier Color Naturals - 4.15 Brownie Chocolate Hair Color,L'Oreal CPD,Garnier CN,3.60054E+12,15,7167.25,-361.84,0,6805.41,0,6805.41
Maybelline New York- Superstay Matte Ink Liquid Lipstick 50 Voyager,L'Oreal CPD,Maybelline New York,3.60053E+12,73,76653.45,-6459.21,0,70194.24,0,70194.24
Maybelline New York- 24H Superstay Full Coverage Powder Foundation- 120 Classic Ivory- 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,31,33831,-126,-2700,31005,0,31005
Nyx Professional Makeup- Sweet Cheeks Creamy Powder Matte Blush So Taupe,L'Oreal CPD,NYX Professional Makeup,8.00897E+11,3,3357.3,-1119,0,2238.3,0,2238.3
Maybelline New York- Superstay Matte Ink Liquid Lipstick 10 Dreamer,L'Oreal CPD,Maybelline New York,3.60053E+12,9,10259,-126,-2158.8,7974.2,0,7974.2
"NYX Professional Makeup- California Beamin Face & Body Bronzer, Sunset Vibes",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,3,4498.4,-1499.4,0,2999,0,2999
Maybelline New York Master Sculpt 02 Medium/Dark,L'Oreal CPD,Maybelline New York,3.60053E+12,50,50208.75,-3890.3,0,46318.45,0,46318.45
Maybelline New York- Super Stay Matte Ink Liquid Lipstick Pinks - 160 Mover,L'Oreal CPD,Maybelline New York,3.60053E+12,26,26002.3,-1259.3,0,24743,0,24743
L'Oreal Paris- Color Riche Matte Addiction 652 Stone,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,2969.2,0,0,2969.2,0,2969.2
L'Oreal Paris- Infallible Matte Cover Foundation- 110 Rose Vanilla,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,32,32399.3,-140,0,32259.3,0,32259.3
LOreal Paris- Matte Signature Liquid Eyeliner 07 Copper,L'Oreal CPD,L'Oreal Paris Makeup,30175280,1,1150,0,0,1150,0,1150
"Nyx Professional Makeup- Sweet Cheeks Creamy Powder Blush Matte, Bang Bang, Red Riot, 0.17 Ounce",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,5,4796.7,0,0,4796.7,0,4796.7
L'Oreal Paris Elvive Fall Resist Shampoo 360 ml - For Hairfall,L'Oreal CPD,LOSC,3.61034E+12,13,5071.95,-426.79,0,4645.16,0,4645.16
L'Oreal- Paris Elvive 6 Oil Nourish Shampoo 175 ml - For Dull & Dry Hair,L'Oreal CPD,L'Oreal Paris,3.61034E+12,71,15475.25,-139.86,0,15335.39,0,15335.39
L'Oreal- Paris Excellence Creme - 6 Dark Blond Hair Color,L'Oreal CPD,L'Oreal Paris,3.06138E+12,2,2548,0,0,2548,0,2548
"Garnier- Skin Active Hydra Bomb Pomegranate Tissue Face Mask, Hydrating and Replenishing 28g",L'Oreal CPD,Garnier,6.9237E+12,55,13560.4,-64.84,0,13495.56,0,13495.56
L'Oreal Paris- True Match Powder C1 Rose Ivory,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,4,7000,0,0,7000,0,7000
L'Oreal- Men Expert Barber Club Long Beard Skin Oil 30ml,L'Oreal CPD,L'Oreal MEX,3.60052E+12,7,9093,-1299,0,7794,0,7794
L'Oreal- Paris Casting Creme Gloss - 550 Light Brown Hair Color,L'Oreal CPD,L'Oreal Paris,3.60052E+12,8,9272,0,0,9272,0,9272
Maybelline New York- Hyper Precise All Day Eyeliner- Black,L'Oreal CPD,Maybelline New York,3.60053E+12,0,3228,0,-3228,0,0,0
Maybelline New York- Superstay Matte Ink Liquid Lipstick 130 Self Starter,L'Oreal CPD,Maybelline New York,3.60053E+12,33,40565.55,0,0,40565.55,0,40565.55
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 300 Amber,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,1199.4,0,0,1199.4,0,1199.4
Maybelline New York- Superstay Matte Ink Liquid Lipstick - 20 Pioneer,L'Oreal CPD,Maybelline New York,3.60053E+12,2,2518.6,0,0,2518.6,0,2518.6
"Garnier- Skin Active Hydra Bomb Green Tea Tissue Face Mask, Hydrating and Rebalancing 32g",L'Oreal CPD,Garnier,6.9237E+12,211,53716.7,-2243.27,-244.3,51229.13,0,51229.13
Maybelline New York- Superstay Full Coverage Foundation Buff Beige 130,L'Oreal CPD,Maybelline New York,6.9024E+12,5,6897,-1230.59,0,5666.41,0,5666.41
"LOreal Paris- True Match Liquid Foundation, 2n Vanilla",L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,9,19420.8,-2484.76,0,16936.04,0,16936.04
LOreal Paris-Matte Signature Liquid Eyeliner 04 Emeraude,L'Oreal CPD,L'Oreal Paris Makeup,30175259,20,26673.1,-3448.5,0,23224.6,0,23224.6
L'Oreal Paris False Lash Superstar X Fiber Mascara Black,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,17,27858.25,-273.16,-3638,23947.09,0,23947.09
Maybelline New York- Fit Me Compact Powder 115 Ivory 6gm,L'Oreal CPD,Maybelline New York,6.9024E+12,116,63676.4,-631.76,-500,62544.64,0,62544.64
LOreal Paris Infallible 24H Matte Cover Liquid Foundation - 25 Rose Ivory,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,10,13491.75,-363.82,0,13127.93,0,13127.93
Maybelline Fit Me Concealer No.17 - Almond,L'Oreal CPD,Maybelline New York,6.9024E+12,27,22942.55,-1948.7,0,20993.85,0,20993.85
Maybelline New York- Master Bronze Color and Highlighting Kit,L'Oreal CPD,Maybelline New York,3.60053E+12,1,1679.4,0,0,1679.4,0,1679.4
"NYX Professional Makeup- Can't Stop Won't Stop Setting Powder- Light-Medium, 6g",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,9,7834.8,0,0,7834.8,0,7834.8
L'Oreal Paris- Color Riche Matte Addiction Lipstick - 349 Cherry Front Row,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,0,989,0,-824.5,164.5,0,164.5
LOreal Paris- Infallible Lip Liner 701 Stay Ultravio,L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,1,750,0,0,750,0,750
Maybelline New York Fit Me Matte + Poreless Face Foundation Ivory 115 30 ml,L'Oreal CPD,Maybelline New York,3.60053E+12,83,79200.2,-1397.61,0,77802.59,0,77802.59
Maybelline New York- Superstay Full Coverage Foundation Classic Ivory 120 30ml,L'Oreal CPD,Maybelline New York,6.9024E+12,75,90572.6,-1099.27,-6900,82573.33,0,82573.33
L'Oreal Paris- Rouge Signature 114 Represent,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,1,1749.3,0,0,1749.3,0,1749.3
Maybelline New York- Baby Lips Lip Balm Berry Crush,L'Oreal CPD,Maybelline New York,8.9923E+12,2,450,0,0,450,0,450
L'Oreal Professionnel- Pro Longer Mythic Oil Free Bundle,L'Oreal CPD,L'Oreal Professionnel,BGR000028,7,41125,0,0,41125,0,41125
L'Oreal Paris Revitalift Ginseng Glow Day Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris,3.60052E+12,30,47581.9,-209.8,-12861.42,34510.68,0,34510.68
L'Oreal Paris- Infallible 24H Matte Cover Liquid Foundation - 105.5 Gold Sand,L'Oreal CPD,L'Oreal Paris Makeup,6.9024E+12,2,2000,0,0,2000,0,2000
L'Oreal Paris Revitalift Ginseng Glow Day Cream 50 ML - Anti-Aging,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,1,1049.3,0,0,1049.3,0,1049.3
L'Oreal- Paris Hyaluron Expert Replumping Moisturizing Eye Cream 15 ml,L'Oreal CPD,L'Oreal Paris Skincare,3.60052E+12,11,12630.8,0,0,12630.8,0,12630.8
L'Oreal Paris- Super Liner Perfect Slim - 6ml Intense Black,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,-1,0,0,-1199.4,-1199.4,0,-1199.4
L'Oreal Paris Rare Flowers Cleansing Wipes Dry and Sensitive Skin 25 pcs,L'Oreal CPD,L'Oreal Paris,3.60052E+12,6,3144.6,-81.7,0,3062.9,0,3062.9
LOreal Paris- Infallible Les Chocolats Liquid Lipstick - 852 Box of Chocolates,L'Oreal CPD,L'Oreal Paris Makeup,3.60052E+12,3,4623,-1624,0,2999,0,2999
"LOreal Paris- True Match Liquid Foundation, 2n Vanilla",L'Oreal CPD,LOreal Paris Makeup,3.60052E+12,7,12774.35,0,0,12774.35,0,12774.35
L'Oreal Paris Elvive Dream Long No Haircut Cream 200 ml - For Longer & Stronger Hair,L'Oreal CPD,Bundle CPD,3.60052E+12,11,7938.15,0,0,7938.15,0,7938.15
"NYX Professional Makeup- Stay Matte But Not Flat Powder Foundation, 18.5 Deep Olive",L'Oreal CPD,NYX Professional Makeup,8.00897E+11,1,509.7,0,0,509.7,0,509.7
L'Oreal Paris White Perfect Anti Dullness Scrub Facial Foam Wash 100 ml - For Brighter Skin,L'Oreal CPD,LOMU,8.9923E+12,6,3145.8,0,0,3145.8,0,3145.8
Maybelline New York Lipstick SuperStay Ink Crayon Pinks Edition 80 Seek The Truth,L'Oreal CPD,Maybelline New York,6.9024E+12,25,33069.25,-1334.25,-12944,18791,0,18791
NYX Professional Makeup- Epic Wear Liquid Liner Black,LOreal CPD,NYX Professional Makeup,8.00897E+11,1,1189,0,0,1189,0,1189
